opcode	uso	fichero	linea	contexto	nota
klp	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	26	public static byte[] BuildKlpMessage() => BuildEmptyMessage("type.ankama.com/klp");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
klt	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
klt	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	99	public static readonly byte[] klt = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie
klt	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	25	public static byte[] BuildKltMessage() => BuildEmptyMessage("type.ankama.com/klt");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
klw	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	826	if (cleanPayload.Contains("kmw") || cleanPayload.Contains("klw") || cleanPayload.Contains("knb") ||	comparacion de cadena sobre el frame recibido
kme	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	46	public const string GameFightEnd = "kme";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kmk	descartado	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	91	Same(failures, "kmk",	DESCARTADO: etiqueta de ConnectionProtocolSelfTest.Same(), no viaja
kmk	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	384	await WriteFrameAsync(stream, ConnectionProtocol.Push("kmk",	ConnectionProtocol.Push("xxx", ...)
kmk	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	389	await WriteFrameAsync(stream, ConnectionProtocol.Push("kmk",	ConnectionProtocol.Push("xxx", ...)
kmk	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	1210	await WriteFrameAsync(stream, ConnectionProtocol.Push("kmk",	ConnectionProtocol.Push("xxx", ...)
kml	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	32	public const string GameFightStarting = "kml";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kml	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	273	await WriteFrameAsync(stream, ConnectionProtocol.Push("kml"));	ConnectionProtocol.Push("xxx", ...)
kml	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3002	await WriteFrameAsync(stream, ConnectionProtocol.Push("kml"));	ConnectionProtocol.Push("xxx", ...)
kmp	descartado	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	51	Same(failures, "kmp", "0801", FightProtocol.BuildFightMapComing());	DESCARTADO: etiqueta de ConnectionProtocolSelfTest.Same(), no viaja
kmp	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	33	public const string GameFightJoin = "kmp";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kmp	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	274	await WriteFrameAsync(stream, ConnectionProtocol.Push("kmp",	ConnectionProtocol.Push("xxx", ...)
kmp	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	3003	await WriteFrameAsync(stream, ConnectionProtocol.Push("kmp"));	ConnectionProtocol.Push("xxx", ...)
kmt	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	827	cleanPayload.Contains("klo") || cleanPayload.Contains("kmt") || cleanPayload.Contains("jgv") ||	comparacion de cadena sobre el frame recibido
kmu	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	271	await WriteFrameAsync(stream, ConnectionProtocol.Push("kmu",	ConnectionProtocol.Push("xxx", ...)
kmv	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	312	|| payloadStr.Contains("type.ankama.com/kmv"))	comparacion de cadena sobre el frame recibido
kmv	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	833	cleanPayload.Contains("kmv") || cleanPayload.Contains("hnn"))	comparacion de cadena sobre el frame recibido
kmw	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	826	if (cleanPayload.Contains("kmw") || cleanPayload.Contains("klw") || cleanPayload.Contains("knb") ||	comparacion de cadena sobre el frame recibido
kmw	push	Jondo.Unity.Launcher/Handlers/MapLoadHandler.cs	242	byte[] rawKmw = NetworkEnvelope.ConvertHexStringToByteArray("0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6D-77");	opcode escondido en cadena hex; la trama se escribe en el socket
kna	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	829	cleanPayload.Contains("itr") || cleanPayload.Contains("knc") || cleanPayload.Contains("kna") ||	comparacion de cadena sobre el frame recibido
knb	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	826	if (cleanPayload.Contains("kmw") || cleanPayload.Contains("klw") || cleanPayload.Contains("knb") ||	comparacion de cadena sobre el frame recibido
knc	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	829	cleanPayload.Contains("itr") || cleanPayload.Contains("knc") || cleanPayload.Contains("kna") ||	comparacion de cadena sobre el frame recibido
knr	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	242	case "knr": return ("Server List", "Sync", "BreedListMessage (List of enabled character breeds)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
knr	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	120	byte[] frame557 = NetworkEnvelope.ConvertHexStringToByteArray("19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6F-66-24-1A-22-0A-20-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63	opcode escondido en cadena hex; la trama se escribe en el socket
kns	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	204	bool isPing = shortType == "kod" || shortType == "kns" || shortType == "kpc" || shortType == "jgv";	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kns	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	331	case "kns": return ("In Game", "Sync", "KnockAck / Heartbeat (Sync heartbeat / Pong)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kns	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	41	Register("kns", kns.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kns	push	Jondo.Unity.Launcher/Handlers/InventoryHandler.cs	272	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/kns", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kns	push	Jondo.Unity.Launcher/Handlers/MapLoadHandler.cs	97	byte[] knsPacket = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/kns", knsMsg.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kns	push	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	817	byte[] rawKns = NetworkEnvelope.ConvertHexStringToByteArray("1A-1B-0A-19-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6E-73-12-02-08-01");	opcode escondido en cadena hex; la trama se escribe en el socket
knv	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
knv	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	254	case "knv": return ("Character Selection", "Interfaces", "UiLayoutMessage (Metadata of the selection UI)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
knv	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	181	byte[] frame563 = NetworkEnvelope.ConvertHexStringToByteArray("1F-1A-1D-0A-1B-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6E-76-12-04-08-01-10-01");	opcode escondido en cadena hex; la trama se escribe en el socket
knv	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	184	byte[] frame564 = NetworkEnvelope.ConvertHexStringToByteArray("1D-1A-1B-0A-19-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6E-76-12-02-08-01");	opcode escondido en cadena hex; la trama se escribe en el socket
knv	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	187	byte[] frame565 = NetworkEnvelope.ConvertHexStringToByteArray("19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6E-76");	opcode escondido en cadena hex; la trama se escribe en el socket
knx	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	238	case "knx": return ("Server List", "Connection", "AuthTokenRequest (Token authentication request)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
knx	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	42	Register("knx", knx.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
knx	despacho	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	117	else if (payloadStr.Contains("type.ankama.com/knx"))	comparacion de cadena sobre el frame recibido
knx	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	170	if (payloadStr.Contains("type.ankama.com/lqu") || payloadStr.Contains("type.ankama.com/hoy") || payloadStr.Contains("type.ankama.com/hmt") || payloadStr.Contains("type.ankama.com/knx"))	comparacion de cadena sobre el frame recibido
knx	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	238	else if (!isAuthenticated && (payloadStr.Contains("type.ankama.com/hmt") || payloadStr.Contains("type.ankama.com/ise") || payloadStr.Contains("type.ankama.com/jtk") || payloadStr.Contains("type.ankama.com/knx") || payloa	comparacion de cadena sobre el frame recibido
kod	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	204	bool isPing = shortType == "kod" || shortType == "kns" || shortType == "kpc" || shortType == "jgv";	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kod	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	332	case "kod": return ("In Game", "Sync", "HeartbeatRequest (Sync heartbeat / Ping)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kod	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	43	Register("kod", kod.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kod	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	814	else if (payloadStr.Contains("type.ankama.com/kod"))	comparacion de cadena sobre el frame recibido
kof	descartado	Jondo.Unity.Launcher/PcapParser.cs	195	if (ascii.Contains("type.ankama.com/kof"))	DESCARTADO: lector offline de .pcapng, nadie llama a PcapParser.Parse; no es despacho vivo
kof	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	239	case "kof": return ("Server List", "Connection", "ProtocolAccepted (Network protocol accepted)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kof	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	120	byte[] frame557 = NetworkEnvelope.ConvertHexStringToByteArray("19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6F-66-24-1A-22-0A-20-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63	opcode escondido en cadena hex; la trama se escribe en el socket
koj	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
koj	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	297	case "koj": return ("World Loading", "Map", "HavenBagStatusMessage (Haven bag or player house data)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
koj	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	386	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/koj", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
koj	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	100	"kqg", "jhe", "jhh", "jhk", "hol", "jgu", "ihb", "koj", "ife", "jjs", "jaa",	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359
kos	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	247	case "kos": return ("Server List", "Connection", "ServerSelectionStatus (Server connection status)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kos	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	152	byte[] frame558 = NetworkEnvelope.ConvertHexStringToByteArray("19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6F-73");	opcode escondido en cadena hex; la trama se escribe en el socket
kpa	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	252	case "kpa": return ("Character Selection", "Interfaces", "CharacterListRequest (Character request - phase 2)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kpa	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	44	Register("kpa", kpa.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kpa	despacho	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	160	else if (payloadStr.Contains("type.ankama.com/kpa"))	comparacion de cadena sobre el frame recibido
kpa	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	245	else if (payloadStr.Contains("type.ankama.com/jto") || payloadStr.Contains("type.ankama.com/kpc") || payloadStr.Contains("type.ankama.com/ksx") || payloadStr.Contains("type.ankama.com/kpa"))	comparacion de cadena sobre el frame recibido
kpc	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	204	bool isPing = shortType == "kod" || shortType == "kns" || shortType == "kpc" || shortType == "jgv";	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kpc	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	246	case "kpc": return ("Server List", "Connection", "PingRequest (Latency and session check)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kpc	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	45	Register("kpc", kpc.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kpc	despacho	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	149	if (payloadStr.Contains("type.ankama.com/kpc"))	comparacion de cadena sobre el frame recibido
kpc	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	245	else if (payloadStr.Contains("type.ankama.com/jto") || payloadStr.Contains("type.ankama.com/kpc") || payloadStr.Contains("type.ankama.com/ksx") || payloadStr.Contains("type.ankama.com/kpa"))	comparacion de cadena sobre el frame recibido
kqg	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	100	"kqg", "jhe", "jhh", "jhk", "hol", "jgu", "ihb", "koj", "ife", "jjs", "jaa",	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359
kqk	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	828	cleanPayload.Contains("jct") || cleanPayload.Contains("jfc") || cleanPayload.Contains("kqk") ||	comparacion de cadena sobre el frame recibido
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqm	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	323	case "kqm": return ("World Loading", "Chat", "ChatChannelConfigMessage (Configuration and colour of the chat channel)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kqm	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	614	list[i] = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/kqm", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	72	new byte[] { 0x1A, 0x1B, 0x0A, 0x19, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x02, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	73	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x01, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	74	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x02, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	75	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x03, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	76	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x04, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	77	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x08, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	78	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x0A, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	79	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x0C, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	80	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x10, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	81	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x11, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	82	new byte[] { 0x1A, 0x1D, 0x0A, 0x1B, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x04, 0x08, 0x12, 0x10, 0x01 },	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqm	push	Jondo.Unity.Launcher/TransitionPayloads.cs	83	new byte[] { 0x1A, 0x1B, 0x0A, 0x19, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6B, 0x71, 0x6D, 0x12, 0x02, 0x08, 0x0B }	opcode dentro de un array de bytes (TransitionPayloads.hnk/kqmList/ith); se manda tal cual
kqn	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	339	case "kqn": return ("In Game", "Chat", "ChatSendRequest (Sending a chat message typed by the player)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kqn	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	46	Register("kqn", kqn.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kqn	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	799	else if (payloadStr.Contains("type.ankama.com/kqn"))	comparacion de cadena sobre el frame recibido
kqn	read	Jondo.Unity.Launcher/Handlers/ChatHandler.cs	22	byte[]? inner   = NetworkEnvelope.ExtractMessagePayload(payload, "type.ankama.com/kqn");	NetworkEnvelope.ExtractMessagePayload(..., uri)
kqo	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
kqo	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	281	case "kqo": return ("World Loading", "Interfaces", "ChatChannelsReadMessage (Chat channels open for reading)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kqo	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	586	else if (payloadStr.Contains("type.ankama.com/kqo"))	comparacion de cadena sobre el frame recibido
kqo	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	94	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/kqo", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
kqp	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	340	case "kqp": return ("In Game", "Chat", "ChatBroadcastMessage (Broadcast of a chat message on the channel)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
kqp	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	47	Register("kqp", kqp.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
kqp	push	Jondo.Unity.Launcher/Handlers/ChatHandler.cs	80	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/kqp", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
