compressedCoords,x,y,mapIds
-131115,-32765,-32725,156240385
-1638460,-32742,-32708,159649285
-4980801,-32691,-32703,60034568
327689,5,9,135266821;88082702;90966537;239083269;121636870;95160841;98830857;235146499
-589827,-32758,-32765,136451
458749,6,-32765,68551172
-4128829,-32704,-32707,54165821
-196642,-32764,-32734,126092037
-4194356,-32703,-32716,54166324
-4915231,-32692,-32737,54171935
262142,3,-32766,153880322;88081689;202114050;202115592;201590530;210766086;202114056
262154,4,10,54790154;54528010;177473546;235145986;88082189;87558154
-3145713,-32720,15,155663
262135,3,-32759,161742848;161744896;161743872;205785106;161222914;101714445;190578693
65537,1,1,160956929;219939329;144836608;201588741;163315714;241441793;201327105;241443329;241440769;201851393;241439745;210765059;201589249;88080662;84935169;241438721;241437185;95158785;163317762;86508033;134350082;125305345;86770177;163316738;98828801;90964481;224395777
-1441759,-32746,33,215876868;215744516;215744770;215744512;215876872;215876876;215876870;215876866;215744518;215876610;212864000;215744514;215744780;215876608;215744778;215876874;215744782;215744772
-1114118,-32750,-32762,75498755
-4587594,-32697,-32694,54169418
-4259890,-32702,-32718,54166834
-3604547,-32712,-32701,54161731
-5439502,-32684,-32754,198444038
196601,2,-32761,68553216;95683077
-4390990,-32700,-32690,111412737;108922368;111411713
1638396,24,-32764,99614726
-65575,-32766,-32729,156240901
-4259902,-32702,-32706,54166846
-4390970,-32700,-32710,54167866
-3276842,-32717,-32726,54159146
65494,0,-32726,156241922
-4390997,-32700,-32683,54167893
-5439534,-32684,-32722,54176046
-589829,-32758,-32763,129761280;147851274
-3801140,-32709,-32716,54163252
-4980778,-32691,-32726,54172458;54537239;54535191;54536215;54534167
1048589,16,13,117441536
-4128823,-32704,-32713,54165815;111674368;56098816;55837184;183239174;56099840;56100864;56102912;56101888;56103936;55837696;205783054;55836672
262147,4,3,201852931;219940867;88082196;134219778;239081229;201328643
-3670082,-32711,-32702,54162242
-4390982,-32700,-32698,54167878
131017,1,-32713,126094618
-4849699,-32693,-32733,54171427
-5177420,-32688,-32692,54174028;59506946
-327713,-32762,-32735,156238859
-1245230,-32748,-32722,147588618
131093,2,21,49022467;49025536;49024000;54526997;49024003;49025539;88081154;49020931
-3538949,-32713,-32763,159493
1310739,20,19,240387075;117703180
-4915274,-32692,-32694,59510786;54171978;59511810
-3866695,-32708,-32697,110888961
-1114100,-32751,12,139788;37229056
-65569,-32766,-32735,126093060
-4128841,-32704,-32695,54165833
-4456522,-32699,-32694,54168394
-4456523,-32699,-32693,54168395
196553,2,-32713,126095130;127664128
-983088,-32752,-32720,147590664
-4325427,-32701,-32717,54167347
-4456497,-32699,-32719,54168369
-3932214,-32707,-32714,54164278
917445,13,-32709,173277185
196611,3,3,201852419;95159811;122684931;201328131;160957955;125306371;67373056;134218754;219939852;86771203;239080717;241445377;86509059;84936195;88081684;219940355;98829827;90965507
-4587595,-32697,-32693,54169419;183501840
6,0,6,230032644;229900288;229901572;162267142;229900548;229900290;229901312;88212241;230032642;229901570;59768838;230032384;87556102;229900546;139200518;177471494
-262187,-32763,-32725,156239361
-4718631,-32695,-32729,54170407
-524292,-32759,-32764,129762306;135940
-852031,-32754,-32705,239606276;239605252;159125512
-131079,-32765,-32761,239608839;106959874;106958848;185861634;106959872;205785092;239607815;106957826;106955776;106961920;197264392;106954752;106956800;106960896;106957828;106957824
-1048627,-32751,-32717,147590149
-1834984,-32740,24,178783244;182978058
-1572926,-32743,-32706,159649795
-2490347,-32730,21,183109639
-3801176,-32709,-32680,112460045
-2359312,-32731,-32752,34341126
524286,7,-32766,68419589;205915164;136055046;144707846;239608855;239619607;143918593;143917569
655358,9,-32766,68420613
-3735550,-32711,2,160258
131019,1,-32715,126094616
-42,-32767,-32726,156241410;133432322;133433344;133433346;133431300;133432320;133431302;133431298;133431296;133432578
-131122,-32765,-32718,126092565
262091,3,-32715,126095640
524282,7,-32762,68419585;101713431
-2097113,-32736,39,172228618
-2097112,-32736,40,172228619
-65541,-32766,-32763,210633216;154010885;97256975;97257999;96995841;96995845;96998913;185862148;197002244;97255953;97261071;96997889;96996869;196609030;97259025;97260047;97256977;97255951;205786134;96994821;96998915;96998917;96993793;96997895;96993797;96996871;96998919;96997893;96997891;96996865;96994817;161350662;196608006;97258001;97259023
-917511,-32753,-32761,75500292
-1179686,-32749,-32730,139461639
-327670,-32763,10,104596995;104595971;239606279;104862211;104859141;104598017;104599043;104595969;104598019;104596993;104858117;239605255;104071684;205786112;104599041
-1048566,-32752,10,139274
-5308489,-32686,-32695,60032000;232260608;232259584
-15,-32767,-32753,189530638
-3735535,-32711,17,160273
-1179651,-32749,-32765,75497984
982977,14,-32705,173539842
-2031582,-32737,34,172229125
-2228186,-32734,38,172360713
-1245149,-32749,35,172235270;180617220
-3866627,-32708,-32765,162051
-458757,-32760,-32763,131860996;131863044;129763328;131858948;131862020;131859972;147852298
-720900,-32756,-32764,75501825
-1245191,-32748,-32761,75497732
-2555921,-32728,-32751,151825;34475272
1572860,23,-32764,99746310;106693138
2293697,34,-32705,227278850;223086099
-3407855,-32716,17,24118795;25692680;20974080;25693192;25691146;28050946;63965443;24118791;24118787;25694725;25694721
-655366,-32757,-32762,147850761
-196599,-32765,9,97256967;97257989;88213774;97257991;97259013;97257995;97259015;97260043;97261065;97261061;97261063;97255947;97256969;97261067;97260039;97255945;97259017;97255943;97259019;97256971;97257993;97260037;97260041
-131076,-32765,-32764,97255957;183767040;183767050;185861637;183767042;106431488;97256983;97258009;183767046;106430464;97260053;106433536;97259031;183767052;97260057;97258007;97258005;97259029;196346371;183767048;129238016;106434562;205785102;183767054;183767044;106434560;106432512;97260055;97259033;97256981
2097163,32,11,156894727
589836,9,12,54792716;239083016;88084747;234621698
-4653135,-32696,-32689,183501830
-3997706,-32706,-32758,163082
-5308432,-32686,-32752,198446082
-5373970,-32685,-32750,198445314
-4784204,-32694,-32692,183500812
-4784203,-32694,-32693,183500814
-983098,-32752,-32710,158861828
-22,-32767,-32746,189530631
-1179691,-32749,-32725,139461634
-2293809,-32732,-32719,142083073
-262157,-32763,-32755,147853826;149946368
458753,7,1,183763970;95161857;183763972;90967553;183763968;183763974;88083734;84938241;86773249
-3014736,-32721,-32688,186385924
-2752531,-32725,-32749,153363
65535,0,-32767,153878785;88212248;201851137;224395521;153354246;210502148;191889665;201851139
-3080177,-32721,15,155151
-3145708,-32720,20,155668
-3145715,-32720,13,155661
-2883583,-32724,1,153601
655364,10,4,134225924;88085267;137887744;162272260;235536896;177476612
-393259,-32761,-32725,166988802;239601159;166988800;166990850;166985730;166985728;205915136;166990848;166986752;166989824;166989826;166987776;205786370;156238337;205787394;205916160;205788418;166986754;166987778
-196623,-32764,-32753,147854336
-983018,-32753,22,172754944
-1048588,-32751,-32756,147981827
-1179655,-32749,-32761,75498244
-3669992,-32712,24,159768
-458756,-32760,-32764,131859969;131858945;129763330;135428
-393218,-32761,-32766,134914;161224196
-720899,-32756,-32765,75501568
-3801076,-32710,12,160780
-786461,-32755,-32739,230169093;230163975;230162963;230171143;230174209;230173195;113771008;113772289;113511937;113510401;113508868;230166021;230165007;230166025;230175243;230168065;230172163;230172161;230169095;230167043;230431235;230432259;230688257;230697475;230691329;230691333;230690313;230700555;230175241;230172169;230164993;222568450;170393604;170394624;170394626;170395648;113773313;113770753;230165003;230169097;230162951;230162957;230167049;230169099;230162953;230426115;230430217;230429193;230696453;230687247;230695433;230699527;230687245;230698501;230689281;230690307;230695427;230695429;230694405;230690315;230698499;230688259;230687243;170395652;170393608;170393600;177603602;113771265;113902337;113774337;113770497;113902081;81788930;230174217;230173191;230168067;230162955;230171145;230429185;230428167;230435335;230430209;230425091;230437385;230426125;230436359;230434309;230434315;230431233;230696455;230692355;230697481;230695425;230692359;230687241;230691337;230699531;230689291;230698497;230697473;230687251;127404042;222566412;170394634;170394632;113510404;113508877;234094596;177472516;230695431;127404039;230694403;127402506;230693385;230696449;230695435;230696459;230697477;230699523;230687233;230688271;230687249;230689295;230689285;230691335;230689289;230690305;230693377;170394628;170393606;170393610;230173189;230433287;230432257;230433283;230431241;146801922;230173187;230167051;230163969;230166031;230172167;230163979;177603588;177603600;81789954;230171137;230169089;230172171;230167041;230167047;230169091;230175239;230174215;230163973;230427137;230434307;230427143;230437383;230427139;230427149;230425103;230436361;230428175;230436355;230433285;230435337;230433281;230425095;230688267;230690317;230690319;230697479;230691331;230693383;230693381;230689283;230697483;230694401;230688261;146800898;170395656;222566410;222565388;222565386;222565384;127140356;170394630;230438411;230426127;230426119;230431237;230426121;230435339;230428169;230428163;230430215;230432261;230425097;230425099;230433289;230427145;230425105;230429187;230425089;230438409;230431239;230429191;127140362;146800640;146801664;113508865;113508871;113508874;234094592;234094594;234095620;234095618;234096644;234097666;113510410;113511946;113511940;113511943;230171147;230162959;81788928;230164997;230173185;230167045;230166017;230162949;230168069;230176265;230166019;230688269;230694411;230700553;230692357;230692353;230698507;230688265;230688263;230692363;230698505;230165005;230164999;230432265;230426123;230432267;127402509;127402497;127405575;127405569;230687235;230687239;127404033;230166027;230162945;230163977;230164995;230434311;230430213;127402503;127405578;230699525;127405572;127402500;127404036;146802688;170393602;127140365;127141892;127143425;127140359;127140353;127141895;230427147;230425107;230426113;230427151;230436363;230425093;230437381;230426117;230428173;230435331;230428171;230430211;230429195;230435333;230428165;230429189;230428161;230436353;230431243;230434313;230425101;230434305;113770496;127143428;127143434;230690309;230689293;230691339;230698503;230687237;230692361;230696457;230693387;230699529;230689287;230693379;230690311;230694409;230696451;165152262;127143431;127141898;127141889;218106884;230170115;230163981;230162947;230168071;230174211;230172165;81789952;230166023;230171141;230163983;230162961;230168075;230170123;230163971;230176267;230165001;230174219;230170117;230175237;230174213;230168073;113510407;230170121;230170113;230171139;230173193;230166029;234096642;113772033;113902080;113773057;230427141;230430219;230436357;230435329;230433291;230437387;177471492
-1572909,-32743,-32723,142088709
-1638382,-32743,18,173017602
